term,term_study_count,atlas,region,activation_density_mean_z,activation_density_peak_z,voxel_count,is_vmPFC_acc_seed,term_columns,pooled_seed_activation_density_mean_z,seed_scaled_activation_density,activation_density_rank_within_term,seed_scaled_activation_density_rank_within_term
threat,228,harvard_oxford_cortical,Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),1.5979351393296068,6.412781715393066,1484,False,terms_abstract_tfidf__threat,2.4951846645384195,3.9871432545822976,19.0,19.0
threat,228,harvard_oxford_cortical,Subcallosal Cortex,2.029277327286174,5.762709140777588,1142,True,terms_abstract_tfidf__threat,2.4951846645384195,5.0634216671399725,,
threat,228,harvard_oxford_cortical,Paracingulate Gyrus,3.068818852831812,8.075094223022461,2944,True,terms_abstract_tfidf__threat,2.4951846645384195,7.657269739832322,,
threat,228,harvard_oxford_cortical,"Cingulate Gyrus, anterior division",2.895785504170222,7.872344493865967,2592,True,terms_abstract_tfidf__threat,2.4951846645384195,7.225519581798194,,
threat,228,harvard_oxford_cortical,"Cingulate Gyrus, posterior division",0.3697876979660237,3.6990067958831787,2412,False,terms_abstract_tfidf__threat,2.4951846645384195,0.9226885930997871,50.0,50.0
threat,228,harvard_oxford_cortical,Precuneous Cortex,0.539321516674438,3.9381630420684814,5623,False,terms_abstract_tfidf__threat,2.4951846645384195,1.3457067776616591,42.0,42.0
threat,228,harvard_oxford_cortical,Cuneal Cortex,0.4473045374575726,2.456576108932495,1227,False,terms_abstract_tfidf__threat,2.4951846645384195,1.1161074222425862,47.0,47.0
threat,228,harvard_oxford_cortical,Frontal Orbital Cortex,2.581597587488961,11.350107192993164,3148,True,terms_abstract_tfidf__threat,2.4951846645384195,6.441562710311836,,
threat,228,harvard_oxford_cortical,"Parahippocampal Gyrus, anterior division",2.1294985418327346,12.802210807800293,1248,False,terms_abstract_tfidf__threat,2.4951846645384195,5.313492104737965,16.0,16.0
threat,228,harvard_oxford_cortical,"Parahippocampal Gyrus, posterior division",0.9601198013399689,3.9381630420684814,710,False,terms_abstract_tfidf__threat,2.4951846645384195,2.395676204423164,25.0,25.0
threat,228,harvard_oxford_cortical,Lingual Gyrus,0.3609955118662223,2.9635887145996094,3381,False,terms_abstract_tfidf__threat,2.4951846645384195,0.9007504651757949,52.0,52.0
threat,228,harvard_oxford_cortical,"Temporal Fusiform Cortex, anterior division",0.0,0.0,610,False,terms_abstract_tfidf__threat,2.4951846645384195,0.0,63.0,63.0
threat,228,harvard_oxford_cortical,"Temporal Fusiform Cortex, posterior division",0.520860209219728,4.868659973144531,1594,False,terms_abstract_tfidf__threat,2.4951846645384195,1.2996424064133378,43.0,43.0
threat,228,harvard_oxford_cortical,Temporal Occipital Fusiform Cortex,2.4587434460874964,6.19788932800293,1469,False,terms_abstract_tfidf__threat,2.4951846645384195,6.135018940711867,12.0,12.0
threat,228,harvard_oxford_cortical,Occipital Fusiform Gyrus,0.8154515932630727,5.9812211990356445,1806,False,terms_abstract_tfidf__threat,2.4951846645384195,2.0347023101834396,31.0,31.0
threat,228,harvard_oxford_cortical,Frontal Opercular Cortex,6.675007577112495,12.623229026794434,687,False,terms_abstract_tfidf__threat,2.4951846645384195,16.65537654208885,3.0,3.0
threat,228,harvard_oxford_cortical,Central Opercular Cortex,0.7057438699779429,6.412781715393066,1886,False,terms_abstract_tfidf__threat,2.4951846645384195,1.7609612814609594,37.0,37.0
threat,228,harvard_oxford_cortical,Parietal Opercular Cortex,0.9766333875004152,3.6990067958831787,1119,False,terms_abstract_tfidf__threat,2.4951846645384195,2.4368806513672436,24.0,24.0
threat,228,harvard_oxford_cortical,Planum Polare,0.7420375089301605,3.4569664001464844,749,False,terms_abstract_tfidf__threat,2.4951846645384195,1.851520612794827,36.0,36.0
threat,228,harvard_oxford_cortical,Heschl's Gyrus (includes H1 and H2),0.8061588958201819,3.2118844985961914,604,False,terms_abstract_tfidf__threat,2.4951846645384195,2.011515314031743,33.0,33.0
threat,228,harvard_oxford_cortical,Planum Temporale,0.49502365122071834,2.7118890285491943,952,False,terms_abstract_tfidf__threat,2.4951846645384195,1.2351754231097516,45.0,45.0
threat,228,harvard_oxford_cortical,Supracalcarine Cortex,1.200997359222836,3.2118844985961914,261,False,terms_abstract_tfidf__threat,2.4951846645384195,2.9967101928839597,21.0,21.0
threat,228,harvard_oxford_cortical,Occipital Pole,0.09163371868392027,2.7118890285491943,5276,False,terms_abstract_tfidf__threat,2.4951846645384195,0.2286430496147455,59.0,59.0
threat,228,harvard_oxford_subcortical,Left Cerebral White Matter,0.5794792510907532,13.335177421569824,31371,False,terms_abstract_tfidf__threat,2.4951846645384195,1.4459077407398555,41.0,41.0
threat,228,harvard_oxford_subcortical,Left Cerebral Cortex,0.8644710399559681,13.335177421569824,65070,False,terms_abstract_tfidf__threat,2.4951846645384195,2.157014881835711,27.0,27.0
threat,228,harvard_oxford_subcortical,Left Lateral Ventricle,0.17005969473368215,3.4569664001464844,1145,False,terms_abstract_tfidf__threat,2.4951846645384195,0.4243303423555687,57.0,57.0
threat,228,harvard_oxford_subcortical,Left Thalamus,2.402694918367558,6.837496757507324,1321,False,terms_abstract_tfidf__threat,2.4951846645384195,5.99516751387512,13.0,13.0
